size_token	inset_token	computed_width	computed_height	right	bottom	panel_rect	pseudo_rect	capture_file	sha256	raw_components	post_bbox	gaps
8.74	6.99	8.73438px	8.73438px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2637791796875,704.0370335742188,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.74-i6.99.png	0f8fe01e31e73beb9f723d7643af4283ee8b05084ff8d507accadc5d01f8c372	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.74	6.98	8.73438px	8.73438px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2737791796875,704.0470335742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.74-i6.98.png	914070bc6ce4a24bf2e2ed64121ed9d7a620dde492828ae4ea645cf2293b0c4b	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.74	6.97	8.73438px	8.73438px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2837791796875,704.0570335742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.74-i6.97.png	914070bc6ce4a24bf2e2ed64121ed9d7a620dde492828ae4ea645cf2293b0c4b	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.74	6.96	8.73438px	8.73438px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2937791796875,704.0670335742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.74-i6.96.png	45535038f58a6302b734f91ba4437ac012320607750686c6e44eb95217734860	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.74	6.94	8.73438px	8.73438px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3137791796875,704.0870335742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.74-i6.94.png	9a02c48beb263fe490fbbe4570edf7ff5a57898148d5351b80ab157d32c02fb3	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.74	6.93	8.73438px	8.73438px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3237791796874,704.0970335742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.74-i6.93.png	4dcb1d6c96b4827945e9100bb723f0ac6f001b52973cabd3a412b9758f1020f3	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.74	6.91	8.73438px	8.73438px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3437791796874,704.1170335742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.74-i6.91.png	ec37dba2ce71ca295e4ac3fdf41575f4958afaf3731163fbaf18bfa22a1fd948	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.74	6.87	8.73438px	8.73438px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3837791796876,704.1570335742188,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.74-i6.87.png	07c84939204e66f9622687c62b28beb251de17657b2367ecbe5b2a60c3991cc6	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/247/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.74	6.86	8.73438px	8.73438px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3937791796876,704.1670335742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.74-i6.86.png	07c84939204e66f9622687c62b28beb251de17657b2367ecbe5b2a60c3991cc6	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/247/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.74	6.85	8.73438px	8.73438px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4037791796876,704.1770335742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.74-i6.85.png	c327dd01ad1140e21ab055a7ab0d875f1f2f9b9af73cef710c508ab2a8744c3b	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/243/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.74	6.83	8.73438px	8.73438px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4237791796876,704.1970335742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.74-i6.83.png	7209de00b202eb877ed60b2c4a7b51d33d6c092f9496f424c761febb70d74501	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.74	6.82	8.73438px	8.73438px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4337791796876,704.2070335742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.74-i6.82.png	9b5e44444cdb9d2b3c8470df2f48fbe634ea8ce8ffd8c1d3df274cc1f986655a	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.74	6.81	8.73438px	8.73438px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4437791796876,704.2170335742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.74-i6.81.png	641f0e808ca96ada8294fa5fc925b390044a669f1e301fda35028f0b2c4bf5bd	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.74	6.69	8.73438px	8.73438px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5637791796875,704.3370335742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.74-i6.69.png	7308d67889966710e4dc578d89777e0c28cf2a5cae4d1614940e7da848e21a92	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/230/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.74	6.68	8.73438px	8.73438px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5737791796874,704.3470335742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.74-i6.68.png	88a9a2a74c533d25738288d8880fe252a73e3b725b7bb42a4d71b949f4621c64	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/230/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.74	6.62	8.73438px	8.73438px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.6337791796876,704.4070335742188,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.74-i6.62.png	8c83544f05f432b9ab7f4ef13e2320f825315bdad4d745377c92906494128488	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.74	6.50	8.73438px	8.73438px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.7537791796875,704.5270335742188,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.74-i6.50.png	892724106d5ca30b5b0facdd97b30e1da850129208c3dd01f95e855ef097c469	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.75	7.00	8.75px	8.75px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2381591796875,704.0114135742188,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.75-i7.00.png	059c3bf41396cf54b729e02042d8938ea26826f000fefbea0dc299bd5cb495ea	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/247/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.75	6.99	8.75px	8.75px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2481591796875,704.0214135742187,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.75-i6.99.png	98d72d9cee3941d428403a89b1fe9299b258b9b59a46b2656591df895b923906	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.75	6.98	8.75px	8.75px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2581591796875,704.0314135742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.75-i6.98.png	b1b09bf659a93b740f43885ea54e3c419b98f1bce6c090b8c36a940e97a741b7	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.75	6.97	8.75px	8.75px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2681591796875,704.0414135742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.75-i6.97.png	b1b09bf659a93b740f43885ea54e3c419b98f1bce6c090b8c36a940e97a741b7	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.75	6.96	8.75px	8.75px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2781591796875,704.0514135742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.75-i6.96.png	0096c6f65a45dea349614f10a6666a510f8b5bdd1d9f906542bef3a80546e906	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.75	6.94	8.75px	8.75px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2981591796874,704.0714135742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.75-i6.94.png	3c29208b82fbe39a7563fa99f1b9bc0d265a525a0cc679ba60b12b0f2932aff8	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.75	6.93	8.75px	8.75px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3081591796874,704.0814135742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.75-i6.93.png	5eaeb24aa79d51abf6f32eba94bedc90900879977976d15bd19d15f46e986d6b	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.75	6.91	8.75px	8.75px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3281591796874,704.1014135742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.75-i6.91.png	d209417018fa7ce903c2a4597bf982f932e735db777ec1244d1da2cdc2a2c707	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.75	6.87	8.75px	8.75px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3681591796876,704.1414135742187,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.75-i6.87.png	a5f0e74c9babaf788f1cc7686347eed4dffa6b68000dc59156f65fde8503833c	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.75	6.86	8.75px	8.75px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3781591796876,704.1514135742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.75-i6.86.png	a5f0e74c9babaf788f1cc7686347eed4dffa6b68000dc59156f65fde8503833c	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.75	6.85	8.75px	8.75px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3881591796876,704.1614135742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.75-i6.85.png	1ba7749e922ff3a58af833addd38a94cda31572d666e20b527b791989f8f0e5d	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/244/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.75	6.83	8.75px	8.75px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4081591796876,704.1814135742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.75-i6.83.png	e0917a068308f5dede6b224eaf0cc76eb720177ca4958c5beb40a4e990f3fc50	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.75	6.82	8.75px	8.75px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4181591796876,704.1914135742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.75-i6.82.png	85e26cfabc59fbe0ec41918a75ee4d0dc05dbbf8500b9e6ee27b8f23dc40651b	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.75	6.81	8.75px	8.75px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4281591796876,704.2014135742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.75-i6.81.png	fc528a9b17ddd55a46246fc4d1c1c9a733e829f9497b42fb0270879dd64ba8d4	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.75	6.69	8.75px	8.75px	6.69px	6.69px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5481591796874,704.3214135742187,1028.2981591796874,713.0714135742187]	/tmp/webui-craft-round4-s8.75-i6.69.png	a9e323f07171d8cf59052345e72c71e7eb722f5d3e85ea309a7598fbc0550376	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/230/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.75	6.68	8.75px	8.75px	6.68px	6.68px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.5581591796874,704.3314135742188,1028.3081591796874,713.0814135742188]	/tmp/webui-craft-round4-s8.75-i6.68.png	902b9345c7427087e767de6e52b1ace4ba34b516bfbf93d2ec89017f4701e442	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1399)-(2050,1418)/230/touch=0/min=1/selected=1	(2030,1399)-(2050,1418)	20,20
8.75	6.62	8.75px	8.75px	6.62px	6.62px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.6181591796876,704.3914135742187,1028.3681591796876,713.1414135742187]	/tmp/webui-craft-round4-s8.75-i6.62.png	1f2a3e738734d8eb65b7338e3b02f07710c53bc182a5e8d6fe3145c3dddeebe4	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.75	6.50	8.75px	8.75px	6.5px	6.5px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.7381591796875,704.5114135742188,1028.4881591796875,713.2614135742188]	/tmp/webui-craft-round4-s8.75-i6.50.png	31a801859681dc13e6c14fbaacf9952dda6f2f2c8ef33dd13a447770c5068161	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2031,1399)-(2050,1418)/210/touch=0/min=1/selected=1	(2031,1399)-(2050,1418)	20,20
8.77	7.00	8.76562px	8.76562px	7px	7px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2225391796875,703.9957935742187,1027.9881591796875,712.7614135742188]	/tmp/webui-craft-round4-s8.77-i7.00.png	d9c347b66b4472516d355c50ddc1c78831ad8ba897cd081fdb05ebf003a3cf49	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/247/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.77	6.99	8.76562px	8.76562px	6.99px	6.99px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2325391796875,704.0057935742187,1027.9981591796875,712.7714135742187]	/tmp/webui-craft-round4-s8.77-i6.99.png	7ead45828e66210d91624976864d71899f9cf6c38785049fd092b3875db50b18	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.77	6.98	8.76562px	8.76562px	6.98px	6.98px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2425391796875,704.0157935742187,1028.0081591796875,712.7814135742187]	/tmp/webui-craft-round4-s8.77-i6.98.png	01dbe0d0079f8a471b1ed12aacdcf5a1667fb485adc4af3b24762664cbaf7787	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.77	6.97	8.76562px	8.76562px	6.97px	6.97px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2525391796875,704.0257935742187,1028.0181591796875,712.7914135742187]	/tmp/webui-craft-round4-s8.77-i6.97.png	01dbe0d0079f8a471b1ed12aacdcf5a1667fb485adc4af3b24762664cbaf7787	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.77	6.96	8.76562px	8.76562px	6.96px	6.96px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2625391796875,704.0357935742187,1028.0281591796875,712.8014135742187]	/tmp/webui-craft-round4-s8.77-i6.96.png	4b941021b2773251e414476e922838bd563044d4df87e8656cea96eaacc57649	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.77	6.94	8.76562px	8.76562px	6.94px	6.94px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2825391796874,704.0557935742187,1028.0481591796874,712.8214135742187]	/tmp/webui-craft-round4-s8.77-i6.94.png	a15be5ddef585141a2485c735661bea3f39d24c9e73d4248c2f34fdb3f767741	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.77	6.93	8.76562px	8.76562px	6.93px	6.93px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.2925391796874,704.0657935742188,1028.0581591796874,712.8314135742188]	/tmp/webui-craft-round4-s8.77-i6.93.png	35509cb9b4400e0cb7c8d89118501ee1aa097210803399b9de16720b93bca960	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.77	6.91	8.76562px	8.76562px	6.91px	6.91px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3125391796874,704.0857935742188,1028.0781591796874,712.8514135742188]	/tmp/webui-craft-round4-s8.77-i6.91.png	e2bf61876f64f0957157d3e3061359f666bc72cc5dd69f58b019533607918d46	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/252/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.77	6.87	8.76562px	8.76562px	6.87px	6.87px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3525391796876,704.1257935742187,1028.1181591796876,712.8914135742187]	/tmp/webui-craft-round4-s8.77-i6.87.png	a5f0e74c9babaf788f1cc7686347eed4dffa6b68000dc59156f65fde8503833c	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.77	6.86	8.76562px	8.76562px	6.86px	6.86px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3625391796876,704.1357935742187,1028.1281591796876,712.9014135742187]	/tmp/webui-craft-round4-s8.77-i6.86.png	a5f0e74c9babaf788f1cc7686347eed4dffa6b68000dc59156f65fde8503833c	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.77	6.85	8.76562px	8.76562px	6.85px	6.85px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3725391796876,704.1457935742187,1028.1381591796876,712.9114135742187]	/tmp/webui-craft-round4-s8.77-i6.85.png	8429eb815e1ede1b9523f6ce970a36c52485913a18795011e84b9cac16a32eeb	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1397)-(2050,1418)/253/touch=0/min=1/selected=1	(2029,1397)-(2050,1418)	20,20
8.77	6.83	8.76562px	8.76562px	6.83px	6.83px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.3925391796876,704.1657935742187,1028.1581591796876,712.9314135742187]	/tmp/webui-craft-round4-s8.77-i6.83.png	3092dd87b8573e0d188a76e133486578e854a35b41c5708fb740ea8e48cb40eb	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2029,1398)-(2050,1418)/243/touch=0/min=1/selected=1	(2029,1398)-(2050,1418)	20,20
8.77	6.82	8.76562px	8.76562px	6.82px	6.82px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4025391796876,704.1757935742187,1028.1681591796876,712.9414135742187]	/tmp/webui-craft-round4-s8.77-i6.82.png	e16c41332c2a47d6257659b061f4599b92784510f9113d8030a90bc73ad6217a	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
8.77	6.81	8.76562px	8.76562px	6.81px	6.81px	[604.2838745117188,166.71148681640625,1034.9881591796875,719.7614135742188]	[1019.4125391796875,704.1857935742188,1028.1781591796876,712.9514135742188]	/tmp/webui-craft-round4-s8.77-i6.81.png	9cd74b93b3e923713bdf919bb87a9e604a81e89423dbbd31d66226ff5e5df13f	(1991,1359)-(2060,1428)/139/touch=0/min=1/selected=0;(2030,1398)-(2050,1418)/231/touch=0/min=1/selected=1	(2030,1398)-(2050,1418)	20,20
